wiki_content,wiki_title
"The station was sold again on May 27, 1959, to Central Missouri Broadcasting Company under the co-ownership of James L. Risner and Ella Mae Risner.[8]  James Risner also served as the station's general manager, chief engineer, and commercial manager. Ella Mae Risner worked as the station's program director and promotions manager.[8] Aside from signing-on FM sister station KRMS-FM (now KMYK) in April 1964, this owner/operator situation would remain unchanged through the end of the 1970s.[9][10]",KRMS
"In October 1979, the Risners agreed to transfer the broadcast license and the station's assets to Lakcom, a limited partnership with Alfred C. Sikes as General Partner. This deal was approved by the FCC on January 10, 1980, and consummated on January 16, 1980.[11]  The new owners maintained the country format on the AM (KRMS) and programmed the FM (KYLC) as an oldies-based adult contemporary station.  Minority owner and general manager, Rod Orr, went on to purchase the radio stations, clearing the way for Sikes to be nominated Chair of the FCC.
",KRMS
"Lakcom L.P. reached an agreement to sell KRMS to a new company called KRMS-KYLC, Inc., in April 1986.[12] The deal was approved by the FCC on May 30, 1986, and the transaction was formally consummated on June 11, 1986. Among the company's investors was United States Senator John C. Danforth.[13]  In April 1990, the company, now wholly owned by John B. and Fredna B. Mahaffey, transferred the KRMS broadcast license directly to the Mahaffeys as individuals.[14] They would soon fold the station into Mahaffey Enterprises, Inc.[15]",KRMS
"In September 1997, license holder Mahaffey Enterprises, Inc. reached an agreement to sell KRMS to Viper Communications, Inc., Consisting of a former 2 time employee Ken Kuenzie. The deal gained FCC approval on October 30, 1997, and the transaction was consummated on November 13, 1997.[16]  As of August 2010[update], Viper Communications remains the owner and operator of KRMS and KMYK.
",KRMS
"KRMS has been granted an FCC construction permit to relocate the tower used during the day and decrease day power to 840 watts.
",KRMS
"Jerry Adams, a KRMS radio host and star of the regional television show Jerry Adams Outdoors, died in August 2010 after a brief illness.[17]  On his show, Adams and a guest would go fishing or hunting at sites across the Midwest.
",KRMS
"In addition to its primary transmitter, KRMS uses two FM translators to extend or improve its signal coverage area. 
",KRMS
"Dylan Blujus (born January 22, 1994) is an American professional ice hockey defenseman currently playing for Utica Comets in the American Hockey League (AHL).[1]",Dylan Blujus
"Blujus originally played major junior hockey with the Brampton Battalion in the Ontario Hockey League (OHL). Following his second season with the Battalion in 2011–12, contributing 7 goals and 34 points in 66 games, Blujus was selected by the Tampa Bay Lightning in the second round, 40th overall, in the 2012 NHL Entry Draft. 
",Dylan Blujus
"In his fourth and final junior season in 2013–14, moving with the Battalion franchise to North Bay, Blujus recorded 30 points in 50 games from the blueline. Helping the Battalion reach the OHL finals against the Guelph Storm, he registered a career high 4 goals and 10 post-season points in 22 games. On May 22, 2014, Blujus was signed to a three-year, entry-level contract with the Tampa Bay Lightning.[2]",Dylan Blujus
"Blujus played the duration of his entry-level contract primarily with the Lightning's AHL affiliate, the Syracuse Crunch. In his final season under contract with the Lightning in the 2016–17 season, Blujus was limited to just 28 games through injury. Unable to progress up the depth chart with Tampa Bay, he was not tendered a qualifying offer at the conclusion of his contract, becoming a free agent.
",Dylan Blujus
"Un-signed over the following summer, Blujus agreed to begin the 2017–18 season in the ECHL, joining the Jacksonville Icemen on October 14, 2017.[3] In a top-pairing role, Blujus registered 7 points through 21 games before returning to the AHL in securing a professional try-out contract with the Utica Comets, affiliate to the Vancouver Canucks, on December 13, 2017.[4] Enjoying a successful loan period, contributing with 8 points in 14 games from the blueline, Blujus was signed to an AHL contract for the remainder of the season with Utica on January 17, 2018.[5] Enjoying a rebound season with the Comets, Blujus was signed to a one-year contract extension with the club on June 7, 2018.[6]",Dylan Blujus
"In the 2018–19 season, adding a veteran presence Blujus collected 8 points through 43 games, he agreed to return for his third season with the Comets, signing a one-year contract extension on June 17, 2019.[7]",Dylan Blujus
"Rotenburg (German: Bahnhof Rotenburg (Wümme)) is a railway station located in Rotenburg an der Wümme, Germany. The station is located on the Wanne-Eickel–Hamburg railway, Bremervörde–Walsrode railway and Verden–Rotenburg railway. The train services are operated by Metronom and Deutsche Bahn.
",Rotenburg station
The following services currently call at the station:[4],Rotenburg station
,Rotenburg station
"Andrey NikitinUnited Russia
",2017 Novgorod Oblast gubernatorial election
"Andrey NikitinUnited Russia
",2017 Novgorod Oblast gubernatorial election
